COD_PRODUTO	DESCRICAO	REFERENCIA	NOME_FORNECEDOR_REGULAR	EAN_PRODUTO_UNITARIO
71838	PSK PANDEIRO MAGICO	8736	HASBRO DO BRASIL IND E COM DE BRINQ	10000000000019
202991	PLEASANCE BUS	839/839B	SARCOP IND IMP EXP E COM LTDA	10000000000033
330140	60124 UNI MESA MUSICAL	60124	NEW TOYS COMERCIO, DISTRIBUICAO E I	10000000000040
330191	61028 UNI CROCODILO	61028	NEW TOYS COMERCIO, DISTRIBUICAO E I	10000000000041
335479	BLU 33626 CAMINHAO E BANCADA	33626	NEW TOYS COMERCIO, DISTRIBUICAO E I	10000000000070
987522	VOLANTE JUNIOR DRIVE	536	DELTAGIFT COMERCIAL LTDA	10000000000248
2480387	MICROSCOPIO DE P&R	ITY80023	OREGON SCIENTIFIC BRASIL LTDA	10000000000309
3843203	SEMPRE EM PE NHAM AZ	7186400000	ARTSANA BRASIL LTDA	10000000000405
3840905	VIDEO TELEFONE FALANTE	6433820009	ARTSANA BRASIL LTDA	10000000003765
2650100	FLOR, JOANINHA E ABELHA	2001.	DICAN BRINQUEDOS LTDA	10000000004931
336041	PAR 81069 1 LIVRO	81069	NEW TOYS COMERCIO, DISTRIBUICAO E I	10000000010530
5016985	DESCONTINUADO			10000000012464
338206	BOL 31404/31189B FERRAMENTA DIVERTIDA MA	31404-31189B	NEW TOYS COMERCIO, DISTRIBUICAO E I	10000000013314
5018924	FL-PBK FR F-DOG ROLL-OVER PUP	70326	GULLIVER MANUFATURA DE BRINQUEDOS E	10000000013482
5018937	FL-PBK PTT-GRAVATINHA DE SOM	2690	GROW JOGOS E BRINQUEDOS LTDA	10000000013484
5019527	FL-PBK IMA BOB LANCHON SIRI CA 1	W9639	MATTEL DO BRASIL LTDA	10000000013509
5020112	FL-PBK DOGGIE E KITTY	13431-2	NEW TOYS COMERCIO, DISTRIBUICAO E I	10000000013531
5020637	FL-PBK DIS CAR MUSICAL MICKEY	15808	TOYNG IMPORT EXPORTACAO E COM BRINQ	10000000013566
5020639	FL-PBK DIS BARQUINHO MUSICAL	15819	TOYNG IMPORT EXPORTACAO E COM BRINQ	10000000013567
5020889	FL-PBK SMOBY SALAO DE BELEZA	5019	GULLIVER MANUFATURA DE BRINQUEDOS E	10000000013570
5021906	FL-PBK MARTELO COM SONS	605994P	NEW TOYS COMERCIO, DISTRIBUICAO E I	10000000013993
5021908	FL-PBK XILOPHONE E PIANO	612282	NEW TOYS COMERCIO, DISTRIBUICAO E I	10000000013994
5023437	BLU PABB01 DISPLAY	PABB01	NEW TOYS COMERCIO, DISTRIBUICAO E I	10000000014808
5023638	FL-PBK TAMBORZINHO COLORIDO	620652	NEW TOYS COMERCIO, DISTRIBUICAO E I	10000000014868
5018972	FL-PBK INATIVO	.	BRASBABY IMP E DIST LTDA	10000000016417
5012027	HPK 215-218E ANIMAIS MEXEM PERNINHA	215-218E	NEW TOYS COMERCIO, DISTRIBUICAO E I	10000000017908
3840891	INATIVO - COD CORRETO: 3843394			10000000027017
5046534	DESCONTINUADO-SUBSTITUIDO POR 5049269			10000000028744
5048158	DESCONTINUADO-SUBSTITUIDO POR 5048159			10000000029452
5068619	DESCONTINUADO-CHAMADO 208666			10000000042163
5073616	DESCONTINUADO-SUBSTITUIDO POR 5074321			10000000043623
5073617	DESCONTINUADO-SUBSTITUIDO POR 5073749			10000000043625
5073618	DESCONTINUADO - SUBSTITUIDO POR 5073728			10000000043627
5073629	DESCONTINUADO-SUBSTITUIDO POR 5073727			10000000043629
5073630	DESCONTINUADO-SUBSTITUIDO POR 5074066			10000000043681
5073631	DESCONTINUADO-SUBSTITUIDO POR 5074348			10000000043683
5073632	DESCONTINUADO-SUBSTITUIDO POR 5073724			10000000043685
75116	PSK EG QUADRADO SURPRES	39199	HASBRO DO BRASIL IND E COM DE BRINQ	10000000046916
5102054	BLISTER OVO 02	2	ADVENTO DO BRASIL INDUSTRIA E COMER	10000000066283
5102055	BLISTER OVO 03	3	ADVENTO DO BRASIL INDUSTRIA E COMER	10000000066285
5102056	BLISTER OVO 05	5	ADVENTO DO BRASIL INDUSTRIA E COMER	10000000066287
5102057	BLISTER OVO 07	7	ADVENTO DO BRASIL INDUSTRIA E COMER	10000000066289
5019499	FL-PBK FP LP CASINHA	L4200	MATTEL DO BRASIL LTDA	10027084494584
250996	VEICULOS MUSICAIS SORT	7032-2	CENTRO ATACADISTA BARAO LTDA	11543335177
5018827	FL-PBK CONTROLE REMOTO ANIMADO	621802	NEW TOYS COMERCIO, DISTRIBUICAO E I	120312541258
5020535	FL-PBK APAR DIGITAL ESCUT P NT	6114	PBKIDS BRINQUEDOS LTDA.	12924061142
5018851	FL-PBK DIRECAO FERRARI	IT600FE	NEW TOYS COMERCIO, DISTRIBUICAO E I	13380743007561
5020110	FL-PBK CONJ FERRAM PARAFUS	12764	NEW TOYS COMERCIO, DISTRIBUICAO E I	14892668127648
5020111	FL-PBK CONJ FERRAM C/ SERRA	12765	NEW TOYS COMERCIO, DISTRIBUICAO E I	14892668127655
5020158	FL-PBK MINI INSTRUMENTOS MUSIC	31941	NEW TOYS COMERCIO, DISTRIBUICAO E I	14892668319418
5020100	FL-PBK PATINHO BRINC ANDAR	0653NL	NEW TOYS COMERCIO, DISTRIBUICAO E I	14895038506531
5022357	FL-PBK APERTA E VAI	61030	NEW TOYS COMERCIO, DISTRIBUICAO E I	18876610308
5021968	FL-PBK ANIMAIS PUXA E VAI	61038	NEW TOYS COMERCIO, DISTRIBUICAO E I	18876610384
5020190	FL-PBK BICHINHOS HORA DO BANHO	61046	NEW TOYS COMERCIO, DISTRIBUICAO E I	18876610469
333492	UNI 61051 TRATOR COM FAZENDEI	61051	NEW TOYS COMERCIO, DISTRIBUICAO E I	1887661051300
5018838	FL-PBK VOLANTE ANIMADO	89320	NEW TOYS COMERCIO, DISTRIBUICAO E I	19287893205
5022572	FL-PBK CUBO	89360	NEW TOYS COMERCIO, DISTRIBUICAO E I	19287893601
5020213	FL-PBK CUBO ATIV FLORESTA	95011	NEW TOYS COMERCIO, DISTRIBUICAO E I	19287930122
5020210	FL-PBK ANTHONY A FORMIGA	93172	NEW TOYS COMERCIO, DISTRIBUICAO E I	19287931723
5020212	FL-PBK CUBO ATIV FAZENDA	95010	NEW TOYS COMERCIO, DISTRIBUICAO E I	19287950106
5020214	FL-PBK VAQUINHA RABISCO	96163	NEW TOYS COMERCIO, DISTRIBUICAO E I	19287961638
5093515	BABY SHARK MUSICAL SORTIDO	25282	NEW TOYS COMERCIO, DISTRIBUICAO E I	193052005335
5118868	FP MOBILE NUVENS HORA DE DORMIR	HBP40	MATTEL DO BRASIL LTDA	194735000241
5118839	FP OURICO ESTIMULOS E BRINCADEIRA	HBP42	MATTEL DO BRASIL LTDA	194735000265
5118815	FP GINASIO DE ATIVIDADES MUSICAL 3 EM 1	HBP41	MATTEL DO BRASIL LTDA	194735000319
5118782	FP COALA HORA DE DORMIR	HBP87	MATTEL DO BRASIL LTDA	194735000579
5119123	FP ANDADOR BOLINHAS DIVERTIDAS	HBT55	MATTEL DO BRASIL LTDA	194735001330
5113378	FP CADEIRINHA AMIGOS DA SELVA	HCF38	MATTEL DO BRASIL LTDA	194735008506
5115645	FP SOBRE RODAS	HCK53	MATTEL DO BRASIL LTDA	194735012220
5119124	FP BANHEIRA BABY	HDB52	MATTEL DO BRASIL LTDA	194735019199
5119170	PTC MEGA BLOCK CHASE	HDJ33	MATTEL DO BRASIL LTDA	194735024315
5118482	TF CONJUNTO CARLY E SANDY	HDY58	MATTEL DO BRASIL LTDA	194735035465
5132808	FP CONJ CORRIDAS HOT WHEELS	HFG46	MATTEL DO BRASIL LTDA	194735039791
5122466	TF CORRIDA PELA TACA	HFW03	MATTEL DO BRASIL LTDA	194735043576
5120005	TF TRENZINHO MOTORIZADO THOMAS	HFX93	MATTEL DO BRASIL LTDA	194735045600
5120237	TF TREM METALIZADO SORTIDO	HFX91	MATTEL DO BRASIL LTDA	194735045624
5133807	TEF VEIC TRENS MOTORIZADOS	HFX92	MATTEL DO BRASIL LTDA	194735045631
5121329	TF TRENZINHO MOTORIZADO	HFX97	MATTEL DO BRASIL LTDA	194735045648
5125760	TF TREM METALIZADO	HFX89	MATTEL DO BRASIL LTDA	194735045679
5119080	DY PIXAR TOY STORY BUZZ	HFY25	MATTEL DO BRASIL LTDA	194735045976
5133059	FP MOBILE DOCES SENTIDOS ANIMAIS	HGB90	MATTEL DO BRASIL LTDA	194735047741
5123414	FP MUSICAL ARCO IRIS	HGB91	MATTEL DO BRASIL LTDA	194735047789
5123568	FP DCSP VEICULOS KRYPTO SORTIDO	HGL20	MATTEL DO BRASIL LTDA	194735051120
5122072	FP DCSP KRYPTO E DCSPMAN	HGL02	MATTEL DO BRASIL LTDA	194735051212
5122721	FP DCSP LEAGUE OF DCSP PETS PLAYSET	HGL15	MATTEL DO BRASIL LTDA	194735051229
5122069	FP DCSP FIGURA BASICA	HGL00	MATTEL DO BRASIL LTDA	194735051267
5122449	FP DCSP MULHER MARAVILHA	HGL04	MATTEL DO BRASIL LTDA	194735051298
5122451	FP DCSP LANCAMENTO ACE	HGL19	MATTEL DO BRASIL LTDA	194735051328
5122455	FP DCSP SORTIDO	HGL08	MATTEL DO BRASIL LTDA	194735051359
5123439	FP BONECOS BARBIE	HGP67	MATTEL DO BRASIL LTDA	194735055517
5118487	FP TRONINHO 3 EM 1 ROSA	HGW36	MATTEL DO BRASIL LTDA	194735058969
5118488	FP LAPTOP DE APRENDIZAGEM	HGW98	MATTEL DO BRASIL LTDA	194735059744
5132438	TEF ACROBACIAS	HGX70	MATTEL DO BRASIL LTDA	194735060597
5119042	TF CONJUNTO DE PISTAS	HGY82	MATTEL DO BRASIL LTDA	194735061679
5126364	FP CASTOR DANCARINO	HHC47	MATTEL DO BRASIL LTDA	194735063444
5121176	FP TARTARUGA MARINHA	HHC48	MATTEL DO BRASIL LTDA	194735063451
5118803	FP APRENDER E BRINCAR MEU PRIMEIRO UNO	HHC50	MATTEL DO BRASIL LTDA	194735063475
5120697	FP CACHORRINHO ENGATINHA COMIGO	HHC55	MATTEL DO BRASIL LTDA	194735063529
5125811	MEGA BLOCKS VAGAO GIRATORIO	HHN00	MATTEL DO BRASIL LTDA	194735072446
5126268	MEGA BLOCK NAVE ESPACIAL	HHN02	MATTEL DO BRASIL LTDA	194735072453
5128578	MEGA BLOCK JUMBO SACO	HHM96	MATTEL DO BRASIL LTDA	194735072521
5126265	TF JARDIM DE MANUTENCAO	HHN25	MATTEL DO BRASIL LTDA	194735072835
5123377	TF MEU AMIGO THOMAS	HHN32	MATTEL DO BRASIL LTDA	194735072965
5128419	FP CADEIRINHA PULA PULA FLORESTA	HJC37	MATTEL DO BRASIL LTDA	194735081882
5123233	FP DCSP FIGURA BARKING KRYPTO	HJF30	MATTEL DO BRASIL LTDA	194735083701
5123234	FP DCSP FALANTE ACE	HJF31	MATTEL DO BRASIL LTDA	194735083718
5122535	FP DCSP FIGURA KRYPTO	HJF35	MATTEL DO BRASIL LTDA	194735083831
5125746	FP XILOFONE GIGANTE	HJK34	MATTEL DO BRASIL LTDA	194735088232
5128040	FP CABANA 3 EM 1	HJK45	MATTEL DO BRASIL LTDA	194735088300
5128599	TEF PISTA PERCY	HJL19	MATTEL DO BRASIL LTDA	194735089185
5125817	FP LITTLE PEOPLE FIG BRINQ CASA D SONHOS	HJL88	MATTEL DO BRASIL LTDA	194735089772
5126251	FP VEIC TRAILER AVENTURAS	HJL90	MATTEL DO BRASIL LTDA	194735089796
5126879	FP BEBE CORUJA	HJM72	MATTEL DO BRASIL LTDA	194735090648
5125818	FP LITTLE PEOPLE MEU PRIMEIRO CONVERSIVE	HJN53	MATTEL DO BRASIL LTDA	194735091430
5126316	FP DJ BOUNCY	HJP93	MATTEL DO BRASIL LTDA	194735092796
5126876	FP BEBE URSO POLAR	HJR14	MATTEL DO BRASIL LTDA	194735093007
5126253	FP ANDADOR PRIMEIROS PASSOS	HJR17	MATTEL DO BRASIL LTDA	194735093038
5125819	FP BALEIA CONTA COMIGO	HJR74	MATTEL DO BRASIL LTDA	194735093663
5128550	FP LONTRA GIRAR E MORDER	HJW12	MATTEL DO BRASIL LTDA	194735095872
5128410	FP CHOCALHOS SENSIMALS	HJW11	MATTEL DO BRASIL LTDA	194735095926
5137556	LITTLE PEOPLE BB ANIMAIS	HJW76	MATTEL DO BRASIL LTDA	194735096671
5133003	FP FIGURA COM 7 PRINCESAS	HJW75	MATTEL DO BRASIL LTDA	194735096688
5128558	MEGA BLOCK DINO BRINCALHAO	HKN43	MATTEL DO BRASIL LTDA	194735105007
5135070	MEGA BLOCKS LAGARTINHA	HKN44	MATTEL DO BRASIL LTDA	194735105014
5132661	MEGA BLOKS SAFARI	HKN42	MATTEL DO BRASIL LTDA	194735105038
5134889	MEGA BLOKS VAMOS CONSTRUIR	HKN40	MATTEL DO BRASIL LTDA	194735105069
5130017	MEGA BLOCKS MOINHO	HKT21	MATTEL DO BRASIL LTDA	194735107858
5128572	TEF CLUBE DE AVENTURAS	HMC28	MATTEL DO BRASIL LTDA	194735124039
5129261	TEF TREM COLOR CHANGERS	HMC30	MATTEL DO BRASIL LTDA	194735124282
5126874	TEF THOMAS E PERCY	HMK50	MATTEL DO BRASIL LTDA	194735129515
5132929	FP BATWHEELS PACOTE COM 5 CONFETTI	HML21	MATTEL DO BRASIL LTDA	194735130399
5132840	FP BATWHEELS PACOTE COM 5	HML20	MATTEL DO BRASIL LTDA	194735130528
5136113	FP PIANINHO MACIO E MUSICAL	HND54	MATTEL DO BRASIL LTDA	194735138036
5128001	FP TELEFONE APRENDIZAGEM VERDE	HNH10	MATTEL DO BRASIL LTDA	194735140602
5128607	FP VIDEO GAME PORTATIL	HNH13	MATTEL DO BRASIL LTDA	194735140633
5128049	FP CADEIRINHA DIVERTIDA NO ESPACO	HNH95	MATTEL DO BRASIL LTDA	194735141463
5128588	FP TELEFONE APREANDIZAGEM ROSA	HNM82	MATTEL DO BRASIL LTDA	194735145430
5128605	FP LHAMA ATIVIDADES DIVERTIDAS	HNM91	MATTEL DO BRASIL LTDA	194735145522
5135102	FP PIANINHO DELUXE CRESCE COMIGO	HNN43	MATTEL DO BRASIL LTDA	194735146024
5129599	FP BEBE PAVAO NUMEROS	HNN77	MATTEL DO BRASIL LTDA	194735146352
5135776	FP ATIVIDADES MUSICAL 3 EM 1	HNR23	MATTEL DO BRASIL LTDA	194735147830
5129900	FP DINO BOLINHAS	HNR49	MATTEL DO BRASIL LTDA	194735148158
5135073	MEGA BLOKS SENSORIAL BANDA	HPB46	MATTEL DO BRASIL LTDA	194735154548
5134316	MEGA BLOCKS CASTELO DISNEY	HPB52	MATTEL DO BRASIL LTDA	194735154586
5132777	FP FIGURAS FRIENDS	HPH05	MATTEL DO BRASIL LTDA	194735158775
5132811	FP FIGURA DO CHAVES	HPW72	MATTEL DO BRASIL LTDA	194735169337
5135044	LITTLE PEOPLE VEICULO PEQUENO	HPX84	MATTEL DO BRASIL LTDA	194735170487
5135018	FP MORDEDOR E CHOCALHO SENSIMALS	HRB19	MATTEL DO BRASIL LTDA	194735171361
5134979	FP PRIMEIROS SENTIDOS	HRB15	MATTEL DO BRASIL LTDA	194735171385
5134938	FP EXPLORE SEUS SENTIDOS	HRB17	MATTEL DO BRASIL LTDA	194735171415
5132845	FP LEITOR DE MUSICA INFANTIL	HRB40	MATTEL DO BRASIL LTDA	194735171590
5132833	FP TABULEIRO DE APRENDIZAGEM	HRB73	MATTEL DO BRASIL LTDA	194735172030
5132941	FP TRATOR DE APRENDIZAGEM	HRB84	MATTEL DO BRASIL LTDA	194735172146
5132735	FP CONJ AVIAO DOS SONHOS	HRC36	MATTEL DO BRASIL LTDA	194735172672
5133020	FP BELLE PULAR E APRENDER	HRC50	MATTEL DO BRASIL LTDA	194735172818
5135041	FP CAMINHAO BOLINHAS DIVERTIDAS	HRP27	MATTEL DO BRASIL LTDA	194735182640
5134932	FP LITTLE PEOPLE AEROPORTO	HTJ26	MATTEL DO BRASIL LTDA	194735191352
5135091	LITTLE PEOPLE PLAYSET MEDICA	HTJ28	MATTEL DO BRASIL LTDA	194735191383
5134933	TEF ENTREGA DE PINTURA	HTN34	MATTEL DO BRASIL LTDA	194735194643
5137603	FP PUG PASSEIA	HTW94	MATTEL DO BRASIL LTDA	194735199112
5137234	FP CACHORRINHO DACHSHUND	HTW91	MATTEL DO BRASIL LTDA	194735199181
5137149	FP BRINQUEDO BLOCOS DE ANIMAIS ESTIMACAO	HTW93	MATTEL DO BRASIL LTDA	194735199198
5137602	FP GATINHO	HTW92	MATTEL DO BRASIL LTDA	194735199242
5136906	HP LITTLE PEOPLE CAMARA SECRETA	HVG46	MATTEL DO BRASIL LTDA	194735203574
5136847	LITTLE PEOPLE COLLECTOR HARRY POTTER	HVG45	MATTEL DO BRASIL LTDA	194735203697
5137242	IMA DC FRIENDS BATMOVEL	HVY04	MATTEL DO BRASIL LTDA	194735209842
5138110	LITTLE PEOPLE FRZ TRENO	HWB34	MATTEL DO BRASIL LTDA	194735211012
5137609	LITTLE PEOPLE PISTA	HWB37	MATTEL DO BRASIL LTDA	194735211050
5135077	LITTLE PEOPLE CASINHA DOS AMIGOS	HWH02	MATTEL DO BRASIL LTDA	194735215621
5135239	FP FONE JOGA COMIGO	HWY46	MATTEL DO BRASIL LTDA	194735223978
5135074	FP CHAVE BRINCA E APRENDE	HWY39	MATTEL DO BRASIL LTDA	194735223992
5135038	FP PIANO BRILHA E CRESCE	HWY51	MATTEL DO BRASIL LTDA	194735224036
5134943	FP GUINDASTE APRENDA A CONTAR	HWY63	MATTEL DO BRASIL LTDA	194735224159
5134877	FP CONTROLE REMOTO DO CACHORRINHO	HXB73	MATTEL DO BRASIL LTDA	194735225217
5134935	FP CONTROLE REMOTO CACHORRINHO	HXB75	MATTEL DO BRASIL LTDA	194735225231
5134944	FP MEU PRIMEIRO SMARTWATCH	HXB79	MATTEL DO BRASIL LTDA	194735225279
5135211	FP TABLET CRESCE COMIGO	HXB80	MATTEL DO BRASIL LTDA	194735225286
5135092	FP CONTROLE VIDEO GAME	HXC28	MATTEL DO BRASIL LTDA	194735225798
5142468	LITTLE PEOPLE PRIMEIRO JARDIM INFANCIA	HXH05	MATTEL DO BRASIL LTDA	194735229772
5139120	TEF MESA DE TREM	HXP49	MATTEL DO BRASIL LTDA	194735235964
5137104	TF PRIMEIRO TREM	HXP51	MATTEL DO BRASIL LTDA	194735236015
5142607	FP FORMAS DE MADEIRA	HXV05	MATTEL DO BRASIL LTDA	194735238187
5142604	FP PRIMEIRO QC MADEIRA	HXV15	MATTEL DO BRASIL LTDA	194735238323
5142608	FP EMPILHAVEIS MADEIRA	HXV04	MATTEL DO BRASIL LTDA	194735238538
5142605	FP QC MADEIRA ARCO IRIS	HXT98	MATTEL DO BRASIL LTDA	194735238651
5137645	IMA SUPER BLIND BAG	HXV72	MATTEL DO BRASIL LTDA	194735239221
5138125	FP BABY PARA BEBES GANSO AMOROSO	HYD10	MATTEL DO BRASIL LTDA	194735244102
5137648	FP MUSICA TIGRE	HYL13	MATTEL DO BRASIL LTDA	194735249824
5139947	FP PANDA MUSICAL	HYL17	MATTEL DO BRASIL LTDA	194735249862
5139946	FP RAPOSA MUSICAL	HYL38	MATTEL DO BRASIL LTDA	194735250073
5140133	FP CASA DE LUXO APRENDIZAGEM	HYP32	MATTEL DO BRASIL LTDA	194735253104
5138124	FP VOLANTE INTERATIVAS	HYP34	MATTEL DO BRASIL LTDA	194735253128
5137563	FP CADEIRA MUSICAL	HYP36	MATTEL DO BRASIL LTDA	194735253142
5138127	FP MAQUINA DE CAFE	HYP38	MATTEL DO BRASIL LTDA	194735253166
5139116	LITTLE PEOPLE CAMINHAO ESCOLAR	HYP40	MATTEL DO BRASIL LTDA	194735253180
5139118	LITTLE PEOPLE BOMBEIROS	HYP41	MATTEL DO BRASIL LTDA	194735253197
5141281	LITTLE PEOPLE TRAILER DOS SONHOS	HYP42	MATTEL DO BRASIL LTDA	194735253203
5142469	FP ANIMAIS DA GRANJA	JCY33	MATTEL DO BRASIL LTDA	194735279388
5142894	HP LITTLE PEOPLE ENIGMA DO PRINCIPE	JDG33	MATTEL DO BRASIL LTDA	194735283378
5142476	FP CACHORRINHO APRENDE COMIGO	JFD19	MATTEL DO BRASIL LTDA	194735293902
5142467	FP BEBES IRMA DO CACHORRINHO	JFD30	MATTEL DO BRASIL LTDA	194735294091
5142499	FP MACAQUINHO MUSICAL	JFF02	MATTEL DO BRASIL LTDA	194735294749
5142475	LITTLE PEOPLE CAMINHAO NOVOS AMIGOS	JFF15	MATTEL DO BRASIL LTDA	194735294916
5142470	FP CELULAR DOS ANIMAIS	JFM72	MATTEL DO BRASIL LTDA	194735301492
5142496	FP CHAVE DE ATIVIDADES PARA BEBES	JFM73	MATTEL DO BRASIL LTDA	194735301508
5142565	FP MICROFONE PARA BEBE	JFW55	MATTEL DO BRASIL LTDA	194735307166
5142517	FP CAPIVARA ESTIMULOS E JOGO	JFW58	MATTEL DO BRASIL LTDA	194735307197
5142471	FP KIT DE JOGO GAMER PARA BEBE	JFW60	MATTEL DO BRASIL LTDA	194735307203
5018857	FL-PBK POTINHO MUSICAL	TMB	NEW TOYS COMERCIO, DISTRIBUICAO E I	19649218738
5018853	FL-PBK COFRE FLORZINHA	NMSS	NEW TOYS COMERCIO, DISTRIBUICAO E I	19649226672
5029800	BLU 103 CAMINHONETE DIVERTIDA	930-000103-81	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105001037
332232	BLU 707 GIRAFA MUSICAL	930-000707-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105007077
330698	BLU 901110 ANIMAIS DE EMPILHAR	901110	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105007251
332941	749 BLU ATIV. CASA ESCOLAR	749	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105007497
332950	BLU 1172 XILOFONE CROCODILO	930-001172-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105011722
332976	BLU 1286 DONA ARANHA	930-001286-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105012866
332968	3053 BLU CENTRO DE ATIVIDADE	3053	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105030532
332992	BLU 3104 TARTARUGA MUSICAL	930-003104-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105031041
331155	BLU 3272 CARRINHO VROOM VROOM	930-003272-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105032727
339792	BLU 3273 TRENZINHO CHUCK CHUCK	3273	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105032734
333018	BLU 3343 PINGUIM COMILAO	930-003343-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105033434
5022378	FL-PBK CARACOL MULTI FORMAS	BLUE3395	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105033953
332984	BLU 3396 TELEFONE	930-003396-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105033960
330523	BLU 3397 CAMINHAO DE ATIVIDAD C/ MALETA	930-003397-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105033977
332933	BLU 3398 MESA MUSICAL DE ATIVIDADES	930-003398-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105033984
5029708	BLU 3401 TRENZINHO C PERSONAGEM	930-003401-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105034011
5029709	BLU 3407 BARQUINHO C PERSONAGEM	930-003407-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105034073
5005641	BLU 903507 MINI BICHINHOS	903507	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105035070
5005652	BLU 3659 BLOCOS PARA EMPILHAR	980-003659-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105036596
5023394	PATINHOS PARA O BANHO	3724	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105037241
5055735	TV MUSICAL	3805	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105038057
330930	BLU 4168/3873 XILOFONE ELEFANTE	4168/3873	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105038736
5023397	BLU 3936 PATINHO DIVERTIDO HORA DO BANHO	980-003936-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105039368
332305	BLU 3969 PILOTO BABY	3969	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105039696
332380	BLU 3976 ECO AMIGOS RECICL	3976	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105039764
330361	BASQUETE DO ELEFANTINHO	3977/3656	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105039771
331295	BLU 3978/3554 MINI GOLF DIVERTIDO	930-003978-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105039788
330167	BLU 3301/3979 ENCAIXE POTES FELIZ	930-003979-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105039795
332364	BLU 3993 MESA 3X1	930-003993-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105039931
5005663	BLU 4159 GUITARRA SAPO	4159	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105041590
5029788	PARQUE ANIMAQUATICO	4303	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105043037
5029802	BOLA MULTIFORMA	4338	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105043389
5029801	BLU 4350 MESINHA DE MARTELAR	930-004350-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105043501
5029803	BLU 4352 GARAGEM TRES ANDARES	930-004352-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105043525
5005659	BLU 4356 CACHORRO COM OSSINHO	4356	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105043563
5029789	BLU 4424 CARACOL TAMBOR	980-004424-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105044249
5023401	BLU 4425 CENTOPEIA DIVERTIDA	980-004425-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105044256
5023354	BLU 4492 BICHINHOS AMIGOS HORA DO BANHO	980-004492-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105044928
5023356	BLU 4640 MESA DE ATIVIDADES GIRAFA	930-004640-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105046403
5029840	ANIMAIS ESGUICHADORES	4645	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105046458
5055750	TORRE DIVERTIDA	4702	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105047028
5055752	ESPELHO ROLANTE	4881	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105048810
330914	33325 BLU CENTOPEIA	33325	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105333251
5005651	MARTELO DE ATIVIDADES	4883/33598	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105335989
330710	BLU 33635/689/ CARRINHO DA FAZENDA	33635/689/	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105336900
339806	BLU 33726 GINASIO 3X1 C/ SOM	930-033726-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105337266
5029804	BLU 33745 LEAOZINHO PARA ENCAIXE	930-033745-80	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105337457
5055751	LAGARTA BOLINHA	4835	NEW TOYS COMERCIO, DISTRIBUICAO E I	21105538403
5019814	FL-PBK PTT-CARRO MECANICO	749	LIDER IND E COM DE BRINQ LTDA	222222226666
760480	FP FIG TUBO AZUL	B3254	MATTEL DO BRASIL LTDA	27084028225
761265	FP GIRAFA COM BLOCOS	B4253	MATTEL DO BRASIL LTDA	27084033953
761907	BLOCOS DESCOBERTA	B5188	MATTEL DO BRASIL LTDA	27084040043
